project_id,questions_count
13233158,19
158703981,0
5070389,160
49609581,51295
13584262,28
2541284,715
23736449,90
53127403,3674
160919119,382
23783375,0
173228436,17
32215970,1200
178092134,0
42920477,0
30203935,130
2700474,26
57222302,264
101684374,0
2700159,358
33263118,22
7548986,584
37958358,53
31085130,10
2500088,8
53631945,19
1028340,1413
52281283,13
60325062,0
1631024,976
164608222,0
119811010,7
60630844,380
23405758,220
4037197,191
7607075,2
2293158,15
16607898,394
28751632,0
2056312,967
6731432,15
72495579,56
63484632,251
1614410,13790
12244426,24
1481305,3
3602123,323
995750,0
40997482,17824
18044526,1
261787758,0
597879,20091
11276147,146
93152223,0
3757512,1924
1801829,3769
52773157,261
59652928,73
51863547,1
958314,804
5532320,5675
1254497,865
13855476,1795
21393871,0
1116542,30
188660663,0
99761907,121
5625464,300
23338716,1120
80276391,0
15308499,80
308770,10601
24635156,474
9603240,44
19141383,7153
79510167,699
24976755,0
90563585,1
34757182,0
11171548,94
2810455,1
12732573,17
53370988,433
15045751,6986
25880891,1488
47071941,1076
55886798,0
49935814,0
136026789,0
481872,6020
166535974,0
16677706,0
571770,1203
21125024,71
73681508,0
7212645,233
19620844,1
170326929,0
70198664,10
6766558,464
34453060,1
14125254,724
519832,198
1580851,282
7240954,10
401025,248
168008797,1919
49016322,4502
18840003,39
84811466,7153
402046,1565
103953059,0
157616880,44
45431898,304
21552971,0
67508428,6
23069399,48
45456804,0
18347476,15
38934449,5535
33895378,235
1420053,1271
20965586,588
16587283,1399
124171501,0
10567197,339
99433554,4370
221129519,0
1451352,4621
21696302,1
3606624,386
94911145,114
50151075,0
18275356,14624
17620347,399
102973646,163
13124802,1426
1357796,581
267775629,0
20429943,0
29749635,0
3122202,46
92807616,0
35756351,1
10851820,529
35658863,33
734934,1357
5405654,0
8686855,115
212613049,1332
48610662,6
67709808,192
49910095,551
23141830,11
32665718,0
74697963,692
58842707,494
301742,2559
3431083,183
125596489,8
15183485,0
56353740,806
62156403,0
28699471,0
8900723,490
109484365,0
12670444,810
50709152,14
60710553,0
36836475,1271
16563587,18
37448451,4
19745004,3455
135786093,183526
17372733,32
46622323,0
22657662,0
33569135,14
22374063,22
137724480,7
31492490,5122
45942274,2051
23095954,324
2881789,622685
113752225,0
52113921,161
2246815,0
35640229,506
1431547,7234
15975439,22
18666758,211
24586308,1
116237823,0
74627617,0
12574344,40
101138315,0
97249406,1
20270252,177
14807173,0
2206953,24
34864402,0
89247811,50
37246537,36
7613257,60259
8768406,196
45055693,1
80149262,2622
169677297,14516
102969245,97
29219243,0
35133520,0
61412022,156
71220757,0
33884891,3961
110211147,4
2055965,1375
108110,15100
137078487,1
44998092,70
24297122,0
15315789,2
32538871,5215
90792131,0
107595270,4
18964487,0
4307108,26
77144337,21
85031442,0
124257233,214
58623321,4
18477927,479
24579238,41
84533158,15
79162682,3
4793392,101
15480067,1793
18511024,8
39840932,357
3755875,290
569041,24189
31288958,563
69798748,1
30215630,4850
30794868,439
26820798,138
57167764,1
125266328,13372
31504491,4
53639099,1
59996401,0
80990461,0
115720575,67
3428345,4
121081768,19
43723161,1771
1554093,0
16722900,281
26102180,2
79527893,12
74073233,4382
2540368,4338
154648112,0
12226786,127
2234102,44059
5101141,2029
1376664,181
6934395,225
14003349,92
51270739,0
145803079,1
50603846,1293
82729529,12
23044617,8
26295345,14
1685764,1097
131582572,0
3390243,292
134017286,0
11570469,1966
72103891,0
41717707,16
10057936,1714
23689830,0
128237146,168
163387337,0
221981891,83
5373551,8625
1234714,3788
37153337,230
33486016,121
3623050,24
13926404,75
13753636,20
21467110,1671
61715431,0
53658802,41
15150300,12
37382858,0
21938243,0
120395176,2
538746,71930
46342224,0
7874074,71
1213225,114
11061773,2590
41654081,0
38366638,246
22394357,34
53133861,76
96246170,3675
15116946,1341
51728141,2
169529567,0
5084750,63
110446844,3
131789494,0
8986773,13
2211243,16362
321278,16535
1800198,1
148736243,0
53266139,1
712530,1133
32157172,0
126178683,106
138331573,0
2909429,16
159152904,0
20541795,123
150058902,494
46918116,378
11892946,1
71939872,1253
69164196,2
22046023,398
21481439,4370
38307428,29
18611173,2912
40905762,0
39122628,2453
16089035,6
2862290,83
5362524,5
455600,402
1413492,20
65233633,931
226726247,0
448045,5071
43695474,510
162998479,547
20818126,1030
21399598,6946
171244365,1
125791597,0
32531480,108
17754802,16
965782,23
118858739,0
162815665,43
187335810,0
527644,126
7587038,7
63188650,3
1103607,32428
11507163,29
12104024,42245
59239347,57
13628513,34
154950925,6
31533997,242
4008931,4370
36804486,257
24420506,2084
112785414,0
69495170,144
1206546,630
38380854,10
61421257,588
18723836,0
118861276,2
21234201,5
6256729,148
8297888,415
33706598,0
5133949,0
47023603,1
59114705,14
29112049,0
14812739,197
58034548,262
184460,5939
59010815,1
28723659,0
52677592,0
35810174,22
104337773,0
5830987,561
54994103,0
24812854,0
4598984,0
805461,275806
27388642,21
44662669,296
58157629,60
143615438,0
49594603,56
24186761,170
16072585,2481
144705602,0
4524181,10
17107479,492
4279682,353
45261969,14
72717562,657
201454051,1
44150497,9
77213120,14
2253830,2852
12080551,9
207117992,0
215047,283
70104825,5
2278524,223
69953445,1
441269,3658
60273704,31
66483240,433
9690430,16621
809601,445
26337322,389
20773773,1553
11829145,96
84476389,104
26554,879
138634298,242
74260508,16
162783195,0
39013909,595
88717215,1
155662306,0
206410838,0
179613976,0
199570071,0
2371106,3
27382163,1
90793418,633
67481986,215
1207300,182
73648678,29
71583602,0
1607357,232
32726377,0
69662720,0
15008072,0
150042589,0
11855195,35
174038031,204
908607,31226
179164257,14
2051226,87
53632140,2778
3422939,1530
137583435,0
19953044,162
120887835,988
6887813,10327
20822291,0
61137153,4
103645588,0
61872036,9
13886476,3
77358263,13
5710341,1911
40345658,279
96641209,0
151300862,0
82285884,154
73614722,0
65214191,300
94061307,298
2744972,382
7833168,2215
45721011,2
40508605,420
84703916,0
13862381,4147
75642389,42
3112748,2738
5508088,27
52630616,769
8201256,4
380961,650
84009,5997
12774825,123
20787122,42
147081519,2
76222419,817
63226588,413
67687706,0
11820425,2094
478584,387
20281866,0
887025,512
13473768,89
91253698,15
924303,138
56899284,77
10365411,49
8538132,1
11116372,0
137451403,2
5724990,104
81080671,31
19994257,87
41592744,0
6064342,132
1093228,1427
60027534,3809
15823460,163
75425073,28
46806184,164
11393110,2507
45723377,0
26784827,13744
135516270,53
76342242,166
207645083,63
10309334,0
17066884,13
105036236,1669
619849,10
12358097,73
158336675,0
29217054,33
43797718,132
25427817,185
1381283,101
6094683,2023
40808571,2
126365965,0
73561650,1660
89012427,4
12488374,8
211124697,1
49217007,0
30161665,27
23112526,1
20587599,3850
66424871,5984
156084530,28
8205602,39
7010724,2051
658518,3835
2889328,86184
87624870,0
5448530,322
21515044,0
1790564,829
251383553,0
138806129,58023
11075527,50
8385616,75
312262,15
56315715,146
817345,1
38836015,113
15225670,78
65083316,0
25095239,31
13142126,149
3282,327
49009950,0
127769231,0
8424040,176
128018428,824
21484781,9
59720190,105
36256540,263
218102162,0
1377867,306
41349039,76
37627792,78
18351848,4
13428264,47
326688,216
3834332,3522
45147841,3
11715753,13
123870315,75
17829481,817454
4044891,18
12044132,0
83516498,0
24268127,10
69626576,0
181807583,0
7634677,6307
152870372,1852
196284711,1
35685034,42
196353673,0
17804584,0
131371773,1
13900913,10
25050844,309
35732214,88
20159867,39
22978651,5
7703828,0
620885,0
19564078,36
463220,5
40139365,0
24844442,1
7997879,0
1239728,51
215655521,0
37922354,0
1563748,0
33560000,7
14574404,42
46153892,7
120571700,0
116067411,0
122394858,1
79984730,0
1284185,6
117624288,1721
130390,10
2022403,5
71028374,20572
38999874,13
98051503,6
122715432,627
1802145,0
113126901,0
20446682,855
18943544,3
40412833,0
7988633,0
77983005,0
8900007,11
7654217,0
168512536,0
43526326,12717
27557391,7
41049818,4
227621490,0
166299071,354
15529327,1
16645488,2
74903728,0
135812271,0
38714007,0
27758876,0
9245248,37
29765109,0
172733314,30670
79701262,0
57302200,309
119272629,0
38098034,0
541983,331
3245136,7
23182992,10
151439629,0
83196963,0
512332,9
77057142,47
108758373,19155
610866,41
262760847,0
177513857,0
20484506,10
4672654,3
26054929,0
71238015,245
101365205,0
177321,16
13905184,13
93603610,0
118898605,0
49352054,0
113710605,0
59909973,4
143634420,6890
239770490,0
35296157,0
237550128,0
2382924,0
138421996,1
15344025,253
91209976,0
23654633,157
985923,1
11380930,1
143778005,0
119571446,1
44264661,22
1757260,6160
50781664,2
27790789,329
212936374,38
45259338,0
164881995,0
83301572,0
7068587,2
26978465,0
20073531,1
36879081,2
50304279,2
220468701,0
83687700,11
8781335,66
11664928,0
37251799,0
6248414,1
116443310,0
3970295,1
95058978,0
127870944,2
66418036,4
1269231,0
14239434,0
8189133,3
121281189,0
108571070,0
463074,9
112011137,5
86163122,1
169798869,56
154894457,125
48213223,0
41792525,1
28464887,0
73269516,0
2772718,3
14302657,33
33328911,0
67237567,1
84030164,0
12912414,0
39272160,49
53174601,0
272222624,0
27672462,0
1232822,1
1372254,87
28938624,32
69245843,0
129005655,0
276414382,6
246079929,14
20073447,3
130927929,0
115848912,840
46156101,8
9743267,5
2851574,91
10422246,3
42933477,33
90264407,11
42127722,0
39848099,0
66829555,1230
197289095,0
42009172,0
164386930,0
55835846,0
62231847,0
68786993,1694
67635521,0
126883328,0
141040549,19
25915218,0
18427025,1
3252442,2744
3891123,13
66541104,1
308512,66
27642603,0
1592065,7
2456444,17
2278307,27
3126402,3
37647794,3
22305306,23
8822469,4
59367670,0
29686238,1
4135415,8
85571873,0
31519188,71
180282946,0
217943361,0
12277324,1
191256013,0
19916900,2
224859740,48606
59488896,0
1561299,4
123978045,0
8148516,3
50116762,0
181738376,4
4995017,25
17338019,5
2545950,1
10613203,1
78890498,0
37051082,0
12383220,0
24809655,11
14116604,113
194529303,7
74094930,2
247263904,0
37728539,25
37971591,0
121145608,0
2581086,0
136302835,0
133898265,0
4518517,29
9549081,4
39425864,3
8830163,0
31161716,0
85733855,0
5545025,0
950038,10260
20962139,4
18458047,0
15766529,18
187875305,3907
166181797,0
2242705,8
113487002,0
172532184,0
4357713,4
105569787,0
240727107,0
44072711,0
95851346,1
13916323,0
48197964,0
165331563,0
1602291,28
507123,179
64667939,0
10426059,0
938908,0
296462778,0
137433290,0
42091415,0
197750680,0
48817971,7
2522940,8
74623946,47731
66106110,85
109404123,23
218959323,0
46770451,0
4683752,1
75121110,9
14579010,2
32227033,0
24790602,14
9232942,16
69463567,0
78358583,182
2354240,62
68298271,0
27298230,0
76451994,0
1666502,317
106051375,0
29530717,118
19746601,193
58345394,0
32334018,0
159810374,0
29431063,0
5727081,9
26289803,1
4319172,1
51868010,29
9359094,0
47250070,5
181388576,0
24171219,9
96978806,0
142036808,0
188390397,182
132330004,1
86997630,547
38199527,2
4317511,98
69814684,6
95841955,0
79034887,34
20503166,1
117328645,0
44164233,224
14725898,0
638870,24
42118261,39
114265475,0
128623159,0
42367060,1
265513067,0
114507849,0
46198865,0
113729928,0
75268593,0
78461005,1
52322744,0
16301196,11
8302641,6782
33088125,6
60469447,1
91899067,151
107597148,1
161215159,0
18821483,0
20499289,66
32755917,5
149199603,2
1843144,15
144697829,0
818768,102
72894587,0
17196838,27
18033470,3
156199389,0
74375185,4
96926243,0
342890,2
150398406,1
41759865,3
23575248,0
110559099,0
176858880,0
909251,16
55832243,0
33696562,34
32701212,0
37836606,0
62076818,1
1505170,40
104688673,0
2997701,2
87497461,4
209276330,0
161556784,89
3230143,35
17407087,0
85931081,0
76000349,117
213035548,0
79637359,17
32475162,11
3098186,6
11892534,9
22734848,665
145633665,0
62790563,14
32040459,0
23850144,0
97540865,0
262368402,0
87443396,223
75942758,475081
52707550,0
43738541,1408
2410898,19186
118145312,0
41861984,0
1335542,23
19838018,0
34566486,0
2385705,79
19644242,1
7681175,2
131245958,0
226000794,0
14899288,1
58615799,3
1046213,9
4436959,6
12780802,7
38541891,4
49762853,0
130197756,0
55581236,0
130979291,0
5874515,0
112059219,4
168201675,0
28469844,0
16433838,0
7326767,0
9280589,0
7847550,3
37809686,0
23038334,2121
16650131,53
6485,12
23352973,11
81111993,0
59122576,0
2145654,7
133463303,0
16246536,5
28820369,5
84404972,0
153575541,3
84657014,4
48578729,0
61838413,8
38457549,0
212488700,9253
66037019,1716
75440660,0
2781355,8
49406938,2
19633938,1
7810077,10
22581723,0
115576472,149
36059872,14
149554797,0
16771220,16
72595455,5555
21939709,0
1963085,73
14665940,0
188247623,0
6599242,0
2865461,0
66364292,0
97202606,0
86714667,12
30940272,88
46031344,1
48203815,37
135454008,0
243987382,0
277292,58
118840360,0
43841094,0
191981426,1984
42403944,0
28928407,0
198669252,0
156457471,0
3342046,183
224588420,0
45675606,0
855523,5
88326853,0
61802157,3
48878697,64
175592968,30
118896885,0
1469734,1
4596063,710
286516,54
20826807,0
13329845,0
138896595,51
3570815,0
13453177,0
17722440,0
79280946,0
36178323,0
82036170,1
14794708,2
800495,2
24176420,0
72084173,0
89766385,0
31401471,0
66373486,0
88158457,3
134733282,2
27513029,31
57975837,0
3670753,8
85746269,2
690903,1
10562671,0
37758468,0
3179770,10
20389482,7
72790118,0
80064252,3
80345064,6590
59469487,0
86087418,0
103920670,9260
6946079,5
146569764,0
16217814,0
56279389,0
7339809,1576
116683314,0
226983227,0
99544448,135
106916945,172
99022582,3
578384,3
66473773,0
1493359,0
39593397,0
183069271,1
19229476,155
40779175,0
1740684,39
46773639,0
221955320,0
154607632,0
150149024,2
83436064,0
16363880,22
40091383,0
79717106,0
37570386,38
11729327,457
899202,2
105617515,0
9881671,2688
246570646,0
139959998,0
132186783,25
32161450,1
4802028,4
1848639,3
1147843,41
58658554,1
38049226,0
150379389,0
22436189,4
114962091,0
49643229,80
20719020,2288
145169382,0
15011587,1
9626416,158
8220686,29
77952416,1
4244828,3
129705772,1
40726750,0
2028642,3
86653876,0
20042152,0
225027908,0
32848437,0
3942762,3
100801144,0
144026869,0
74002119,0
166479624,0
3769702,18
27541956,42
83808774,69836
2544889,1141
1846638,4
225393289,2
134156823,3
61803978,0
75800303,0
9274591,25
75537029,1
76066550,0
47497008,0
44820217,262
115441256,0
22193407,9265
104390273,2
261898494,0
26604642,0
28097592,1
26926414,6
207405,88
34586916,0
6805236,20
50755775,0
55240856,0
81621587,0
105561188,1
31674382,0
50557264,60
1466737,1
82142712,0
9309261,8
2974718,532
127728085,1882
13497210,0
20230114,2
43455137,0
270985807,0
8645902,0
24352590,32
26565849,0
16431132,53
189184276,1904
169225854,1
3880537,2
69530831,0
7239693,0
4156626,0
16710350,0
3860377,1
33124686,11
213401804,20
235804364,0
100339187,1
25856802,1
35233843,0
49600965,0
167393144,0
1008138,11
34006895,2
48068924,0
60957572,0
50906927,0
3003769,0
37059393,0
3055025,2
6982043,0
176564343,7222
87763802,0
3248308,0
1145581,321
60861946,0
103850235,1
95741878,26
38662257,0
48101056,2
694761,5
40875324,0
107311216,0
13526596,3
2781754,14
14090388,221
64329846,12
91450623,0
48729039,0
34313971,41282
74663019,0
30746599,0
1333666,212
236502369,1
209968,9
8391910,7
5533742,288
52420005,43
95096549,433
47767967,1
127613100,0
49816276,1
11110541,3410
48318922,0
14058640,0
26177368,373
104183702,46
84644996,732
32163997,0
106473768,3
2101031,43
603286,10
156752158,0
218565598,0
122471,1
201701386,13133
115203383,0
274625369,0
32533684,0
15875453,1
98252973,2
12188838,0
102976961,0
2315698,160
41585934,1
39199909,1
49450930,4
88523356,333
22761491,12
106730601,0
71984071,0
38056541,0
248218113,0
45082974,0
39769418,1
144284339,0
48769241,0
104543536,0
1018758,60
25571625,0
59766839,1
96540810,9
195814666,0
508590,8
24037308,6
14965048,9
46051130,0
11206358,1
1776783,0
44366842,19
25555486,16
65728373,1
126666957,0
67475809,0
20059475,154629
924562,2
188785451,0
1394092,9
80305994,1109
32429387,0
46080167,0
11570420,0
150532374,0
51458005,0
140266287,1
94920453,0
84919676,2
8131866,62
74170071,10
90125193,0
122267528,0
16237372,10
102903563,1
61859738,0
806604,2
169880381,4
7398151,5
188427649,0
49412249,6
120247572,0
53693596,4
20724,0
79804720,0
105691816,0
29749065,2
41279279,28
33169818,3
2766273,326
244935651,0
56348759,0
32875196,0
1588366,192
25075831,4
30087179,4
1585031,0
26486322,5
99113620,0
166401827,0
23957454,1
56486975,1
140402533,0
132656664,0
178195679,47
82350531,13
88055096,0
35649,23
1587440,13
90357039,0
19441646,1
12141504,1
2153528,96
96434786,0
79149882,0
107271029,0
200805227,0
14401179,12
11693246,0
113017069,0
30050514,76
69442808,0
133954704,1208
39787532,0
13558294,4471
13884575,23
73706797,0
114173355,0
88548851,0
54804774,2
90977084,0
178597005,0
94601472,14
32074870,1
52857175,0
47042287,4684
20820114,1
21017766,0
63629422,0
39250787,6
32680869,6
33277109,0
134838229,0
194285908,0
36482920,0
87447705,8
218282453,0
6825724,15
74468263,0
82060653,4878
25372139,0
38845846,0
23293363,7
63745802,0
118251766,1121
42750248,489
55025852,0
169220775,5418
143846881,4
78888191,25
106967896,1
10632915,0
1886360,0
16349521,104
8893067,0
285304,80
208804714,0
45603131,0
43603611,310
3253352,2
54194374,0
13492546,0
131648824,14
24330295,0
58559880,0
1461954,1
86418275,0
60896009,0
12357002,9
7246788,9
54535841,0
100776973,0
157984719,0
19706194,0
121649543,0
1361218,1
109812168,0
1223855,79
2408915,12
58235421,0
41712332,0
22258112,0
13752333,0
34736869,13
266521018,0
133503436,6400
79187602,0
26052761,0
126468623,0
83276304,0
42743631,0
24279079,2643
258936782,0
42445994,2
1917717,57
98608318,0
58435728,0
111455867,21
176555805,1
35388759,6778
104358587,545
75197791,0
14645983,97
65263589,46
50481899,0
134010054,2
36545910,0
5174929,0
3337027,2
36133052,2
36556137,38
7182936,0
85039965,19
179265268,2
1643676,0
1204125,41
52221518,1
49915944,5
103483215,186
1286974,0
48819946,0
172969283,1
99262393,5
16009986,40
3297941,305
15857755,1459
17199785,0
26836747,0
82867574,0
54804539,4649
858754,3
108948103,0
21408546,2
39391194,11673
2067351,7
81953901,2
17594341,3
3070373,1
47050970,0
110672825,0
25968851,4
4695433,0
15981035,0
34498446,0
77385489,0
26537135,443
72892496,11
110484233,0
10066825,23
1925457,4
62408381,0
51469702,0
12113479,0
81873619,0
83234971,2
64145955,0
31986032,22
75407467,56
23337905,11
49505307,61
42153998,0
36720532,0
113194696,0
19466626,336
24027784,0
9893961,0
25319701,0
173899470,0
169604606,0
74767193,1
60000469,0
3846402,4
50559652,3
109186685,1
16955777,433
7466540,35
17723789,13
143925946,17
44433949,930
24076032,0
48345489,0
179326472,1919
30389634,0
4807373,0
36559620,2
57250889,5
88407030,0
30369187,2
15333809,36
20155470,1
2000878,7
100203010,0
27657786,0
245716081,0
302216494,4240
6778210,3
116375992,98662
70567445,0
37178765,7211
27620277,3
158060768,0
71359139,0
47242493,0
20760465,0
264764016,134
12769892,9
55473798,14
61443963,13
16716107,61837
60779483,1
1781085,14
2022916,70
100140356,0
26238075,0
21404763,5
24635108,52
1263522,0
36778231,7
96090745,0
34395232,3
41426740,0
92390901,0
156217558,3
55013608,0
114271505,0
94235039,0
6656911,39
42789965,0
1062237,25
67064102,0
9928100,784
13509658,1
173740904,0
37131088,1
40089541,0
8909193,7
139059389,1
22589240,0
73067259,0
49410042,1
1334165,7
123410,77
45743282,2306
51686583,4
162525428,0
44808823,0
2780842,19
111503597,0
6813325,1
8715072,0
146414504,0
25841316,2
4334538,36
46591861,1
57901437,1
34977807,0
86472815,0
40213252,2
149014578,9
160780204,1
49867891,0
36960811,2
23620921,3
34122144,1
33565912,21
3261980,4
15492024,0
17406078,0
102371998,118
56408159,16
80939041,0
27254998,0
177970295,0
26858332,0
94066125,111525
180148260,67340
140359487,0
46381087,0
70629059,0
2984156,0
49954841,0
55009841,0
4297273,0
27790197,0
64391404,0
16267,0
4933570,0
32095406,0
71643008,0
27461374,0
10648016,0
82000021,0
50048841,0
10458362,0
48528437,0
37897520,0
47696520,0
35143198,0
74023448,0
93404582,0
160253491,0
140996605,0
36880646,0
17235594,0
114740664,0
6300586,0
17035253,0
183616214,0
3068358,0
70557651,0
27469126,0
36759907,0
53483065,0
100979562,0
6445082,0
138194612,0
19945602,0
114540943,0
7865549,0
161803874,0
253254795,0
153024342,0
76408906,0
213043312,0
15812980,0
4514957,0
57436777,0
42340004,0
6636192,0
187336707,0
109101935,0
27825475,0
43964563,0
1719690,0
144836927,0
20755271,0
19124359,0
18755064,0
86785721,0
25727564,16
168100164,0
121594407,0
74593040,33
37300,6
66080327,0
128975548,0
67352250,0
203952072,0
1117185,6
57350146,0
52381034,3
203479493,0
280943,16
6578048,8
24736750,6
53773904,0
22895438,52
16674241,1223
2410994,5
5816879,335
33770699,9290
173155670,0
2956541,349
666274,4
74026995,0
12849657,29
7652643,0
4887741,4
66566064,12106
170207515,0
27569187,0
240011145,502
33502554,0
37574695,0
13108106,2
185096,273
36274653,0
6691289,44
36515044,0
186473531,9
67353330,0
101007636,0
40975869,0
21876326,0
6724411,1
22216394,0
67273214,0
22175394,0
103787360,0
1917879,0
330414,1
3783584,12
8419846,89
130597640,0
40332387,0
969401,23
8328202,95
104130942,0
102005234,69
12902737,23
41173335,4
61412167,0
135230742,0
34777489,0
16525746,0
14187237,2124
8842991,0
3657615,1
3721579,186
23268705,13
55516570,15
40714401,0
81563350,0
18525896,33
75621695,474758
186698598,0
6501727,5
12897630,0
11427833,6
63096822,1
4376755,2
40659385,3
462859,2
50899946,0
38646625,4
29786463,3
41148102,0
1926062,1
49978193,4
38835282,10
18154271,1
6547965,1
4558079,0
28785365,0
50223128,5
21608062,3
66061669,0
48126484,2
25803522,1
17406281,5
272883815,0
182489651,13
23974072,0
26521386,0
33257338,4941
15213446,5
180722636,6
3343080,23
40959227,1
40736676,2
59345600,0
48954956,0
2916562,13
25112298,0
106710634,0
1666784,6
50917994,0
15127044,0
13062116,134
9606326,2
2285190,0
148852400,1891
20493933,1
91498656,0
45578949,0
13407728,12
63305599,1
21266028,3
1567541,0
73417046,0
34287127,9
189421400,0
2156920,0
50647838,94
38307869,3100
58774373,0
212790745,0
59816540,0
29561388,0
77523080,0
36459054,1
89637097,0
29390128,0
35145949,0
886709,7
123860502,0
13887438,451
34122182,0
12671440,1
3710607,26
14549551,2514
119573866,2
17856544,0
90943162,6
9093017,74253
108416019,0
93887485,0
34359697,1
1258258,154
177539929,0
145682348,0
9302005,29
130011760,18
1968362,0
161528565,0
170785395,0
122809300,0
9215573,0
747755,40
10416648,0
148951571,0
15552553,0
95643441,0
27360206,0
5161494,0
45040232,0
124557982,0
20737234,0
90524814,0
68730370,0
13730733,0
103376829,0
23529571,0
84395488,0
40267259,0
2230794,0
6150069,0
107649307,0
6106472,0
80804922,0
27191235,0
31363009,0
27719884,0
144071425,0
7412800,0
