project_id,questions_count
4846607,0
1150000,0
47067808,0
1771390,0
32997960,0
62136294,0
14510383,0
176971716,0
5462597,0
72200120,0
258006270,0
11934420,0
1767222,0
120539208,0
41116605,0
95265721,0
1024839,0
200302808,0
10994345,0
26855410,0
4585500,0
71441454,0
10401801,0
11903509,0
74869572,0
135489692,0
6255503,0
159668508,0
90272882,0
54882337,0
39120018,0
21310764,0
125979498,0
201179882,0
92028576,0
69989943,0
173096034,0
13486798,0
141151511,51871
1748738,2
169250119,0
12614368,10
6673802,0
40499714,159
203504244,0
900208,1468
28566095,5
108304392,0
30999070,3
6093469,5537
8932489,2
96722886,0
49448481,4
84817024,7148
5617672,648
21525599,985
76684607,1
37559299,57
33498049,52
262793810,2
61973508,0
318103,1918
78247984,2
4555483,0
121311248,1
72375372,0
172931222,0
199345033,0
1516467,7
93075638,0
20218189,4
134045544,0
92181371,0
189153491,0
29511608,15
46214246,0
22601,130
131581351,0
44268071,0
33457443,2
143596315,0
7238222,0
13862999,0
128614726,0
76799127,0
93763457,188
693735,1
15999638,16
78026877,86
30375669,8
4345812,6
34008692,0
21202846,0
197286704,4
113491980,0
11512043,639
248032165,9
13910654,0
833574,18
139127430,0
70074515,0
19738249,0
62844767,0
12367149,1
227019715,0
1672647,68
10321999,6
64172164,5
11851236,24
61915460,1
60606479,90
622403,7
16404838,1
2180736,3
4315538,12
132975485,0
107789579,0
35093278,3
32708129,0
3052926,0
24953061,1
249477693,0
74211231,0
104232350,0
57239556,0
116825580,2
41125006,8
6776281,0
118412444,0
144636984,3
106524960,0
188881531,0
15176507,1559
8156875,0
146386709,0
28635588,16
2139136,16
75253538,0
148645138,0
29041226,19
41285933,0
4698175,3
249107601,0
758180,64
30653977,10
31681575,1373
22440346,0
58266005,59
173137318,0
115782836,0
35257254,1
164282308,0
30732199,2
112297564,0
8956228,0
40581746,0
639740,3
66815348,1
7671332,0
7422457,0
111285036,0
44402648,10
100285532,0
124574483,0
16346821,0
30598021,1
54698371,0
52628378,0
36118904,0
8243254,578
28659137,3
49824648,0
24668894,1
122229247,19
29352975,2
77933597,40
70501189,0
4797938,16
8048400,10
14477437,15
59817211,0
13973168,0
25112594,0
31895276,0
9505974,64
1664978,2838
17152267,14
32878699,3
18381214,0
8451893,2
28589035,42
31817869,5
73096783,1
6157458,4
15642573,0
17677611,3
75691232,479
195663378,60
54984453,0
37354113,0
27082237,0
65300077,0
31693562,0
111423359,156572
295847167,0
42360942,0
9370,14
95684188,3
219294494,1
772868,2064
61863810,7
166765515,0
16752601,692
46880661,1
49823989,108
19016867,2
957049,29
120097644,0
34519309,14
40539005,0
26840153,234
27782596,4072
51656950,0
83187797,0
187499284,0
322350,10
39714093,336
32357916,94
41139077,0
195953922,0
29234353,55
106602694,3
35223810,5984
35628788,0
116340040,32
9843572,46
65561709,26
115173327,0
161101415,0
15289182,1
30988939,16
202983854,0
23419948,0
120101597,0
4311644,10
2886401,1
18321968,0
25937956,5
133241343,14
65428414,1
295755782,0
89749658,0
17373313,2
140790634,1
43770860,0
7705569,0
122321276,0
18495032,1
12054454,2
709761,5
112026126,48
145275555,0
11031844,117
84648401,0
226668668,0
27943989,11141
167957539,325
1931328,0
74745600,0
82722984,0
1413932,7
8899617,0
123631418,0
42176977,1
6584052,0
86472725,0
89055070,0
16623156,0
8445877,0
109561324,17601
39672497,0
21477900,0
4187356,4
65806293,0
40437611,3
12689343,2
45915656,0
27050722,25
9119875,13332
59717483,1
38485863,0
22008449,9
17009556,0
80882788,0
83964481,0
166371259,0
145584971,15
21793531,4
141853509,0
52785086,0
105098649,1
77784093,117
1835751,9
55690447,8
447560,12
118199753,0
14509169,1
24696519,34
101207412,0
42626,43
55804199,0
130487518,36094
57251684,2
142192459,0
49421509,0
77745119,0
109059304,0
62052858,0
2700147,217
15615945,6
101263369,0
2533836,0
13154096,0
161966225,0
251603331,0
230675887,0
3434329,0
96780778,0
92149994,0
65209477,2
51994976,110
9401161,21
82214976,0
83851953,0
18198998,0
254130055,0
72926839,34
38034368,154
205225161,2233
76535657,0
14435841,0
2629717,1703
126691203,30
14886260,0
206946371,188
73853896,0
56517220,0
6417158,188
240676936,0
353831,25
13677447,19
2599450,24
59821494,0
45225094,0
117906712,0
6723399,36
938693,0
8320946,0
31450579,0
10691398,24
11808499,1
1058067,15
56596333,0
510113,5
26930983,1
6720847,3
51717338,0
8823857,0
54214133,0
96553587,0
57855327,0
15231212,727
98572401,3317
12334578,109
41836044,0
181230982,0
104365791,0
19862061,3495
23482820,83031
16089031,0
42555422,0
97738461,0
210450402,0
7107514,88
56471626,6
1445890,0
238514517,5
84231689,0
14895052,1
8818872,90
11125160,3
11405722,0
8636248,15
129847467,0
4229977,22
139272211,0
154288965,0
70575655,0
61117729,451
6181245,86
24296182,5
20130461,2
260087808,0
78587680,252
73737210,0
55224431,0
1541957,14
30566943,0
354961,26
5150954,37
48243916,0
27528991,0
115004425,0
47232899,0
116430022,297937
4132843,0
82609103,136
72786190,0
44285150,0
19504082,17
7796523,0
49369081,0
39879320,12
27834982,0
100630876,8
25096934,10
2268458,0
66402,0
66030306,64
32103526,0
810108,22
3169041,9
25714373,0
31158982,2291
50200097,0
2535936,2
90356929,0
35035915,1
1657729,4
15592447,0
43886361,7
15691240,0
15101579,158
92970515,0
23886834,5
8768978,0
2535974,59
66438194,0
158651664,0
74191949,0
148428318,0
15991457,0
5869294,0
40434308,0
27291222,0
62350009,4
307486,20
41832998,39
180372498,0
20449739,9
15548301,0
5869435,0
34831457,0
28785329,0
120737656,0
148390440,0
2238384,0
56091751,5
26903737,10
89395008,30
89668997,0
135812190,0
5321315,41
12959153,13
27049985,0
52676216,91
11438660,0
77096550,299
82458708,0
245189318,0
28620211,0
52869537,0
61203,21
27751425,0
9104262,9
19205114,0
25988759,1
3031950,0
33611781,0
42728217,4
63846336,0
57072970,28
4366767,1
16166681,0
14817503,0
3797871,1
44088646,0
1954949,0
79585104,1
5021892,53
29781661,0
142221712,5689
7401754,0
85395980,8
45413084,3
29099145,0
72132009,103
150362843,0
16281650,1
202299,3
59036819,0
77655018,0
1890957,323
72533019,0
23844203,0
14833768,0
3671792,45
5802485,0
50620708,0
114278858,0
3995231,0
13169695,22
94321535,1
56218983,0
82483313,0
29778976,0
162747292,4
47000453,0
9915827,1
70075189,1
10923187,0
21437247,20
117156031,2
3361349,1
90394599,0
67859516,59
38100208,0
100361723,0
66284109,20
599231,516
33323910,0
29839368,1
37146012,0
14315553,0
84765740,1
41581791,8011
14818048,0
130837851,30
101527,0
95303580,0
30260406,20
24534955,0
65000141,2
123231656,0
97600983,14
64125514,0
3811990,1
38531345,0
6915389,0
174368811,0
61366800,6
23548098,0
109811075,0
36112282,0
20545279,2
44457818,3926
116660696,65
48888205,0
442870,26
105010691,2
181190511,0
23515627,0
29259281,1
2979604,0
44175502,0
29781147,0
18264736,0
29781554,0
186444371,29
54535336,0
9992805,67892
23184704,0
211224874,0
8605054,41
47165187,88
7029041,263
101853569,40
50134608,0
959090,39
38445459,0
19989121,14
27139928,0
17077232,13
109437424,0
42365778,0
29779480,0
41976858,4
3673495,1218
14813775,0
37712296,7
218653810,1
82100136,0
1362437,0
63316294,0
1461917,0
84898164,0
50421022,0
141283339,0
109790225,1
22390043,1
101626459,0
95381248,8
2278820,11
36112374,0
16813167,0
110621895,6
91761303,22636
167279881,0
41263775,20
27243314,0
45349407,0
47140131,1262
72671522,317
25641440,0
22850110,7
25446835,10
104553903,0
66429461,0
129283853,1
9512610,14606
12339519,23
32028347,62
15204429,24
29777183,0
76109394,18
1423102,7
30485367,1497
36871951,3
13062062,1
59204524,0
9949492,10
34840276,1
13410289,3
32028167,151
8698598,75
47682281,0
15458942,0
63038123,0
6422710,3
188339686,0
845547,2
102265558,40
18091182,1
180661089,2622
46631797,0
2864002,0
4735806,0
585288,8
112726767,0
162784871,0
50916419,1
185656427,0
177246606,0
938061,0
179312486,1
4467832,19
41557499,10
89654412,0
77764307,0
81788261,0
16052303,0
79038782,3
24399060,5
3545227,0
93489856,0
196117722,0
218952250,1
465383,15
20108549,574
89166635,2210
32397463,2
125945013,43
82293871,0
138488946,0
59107111,0
194475742,0
62303152,0
12332483,6
13903982,0
51068314,0
130715483,0
62302683,0
50897577,0
173154826,0
131510015,0
135380336,0
14080560,1
33903775,37
145027169,0
137223715,0
109212956,2
4850299,13
43431942,0
54973527,0
78560036,0
6304196,1
44446370,0
32181539,2
260379216,0
2325793,0
56403253,243
1600038,13
52171557,0
2620408,36
35079964,449
36112340,0
60689328,4187
7017359,88
15085427,29
111989231,0
12841600,1
3382195,66
665357,0
102265744,0
2596658,171
17328285,0
102089807,0
135191,48
54107685,0
8552709,1
179897961,0
44151040,2
38199481,0
83085579,2
74763481,0
119988223,0
15516057,0
122881430,1
13111393,1
9341822,0
6287585,0
9052236,41
2586208,1
18209875,275
54860137,3099
35378524,87
154637304,210
58859,148
11966647,0
113471037,0
23170371,1003
101317191,9
41748854,0
32132075,3
15625247,0
49331753,0
184286875,25
14833195,65
49683440,12
94102538,0
78531054,0
52685298,0
18512985,133
91957658,0
98670537,0
102989,2
11188838,93
52509220,2
55986591,1
19745493,6
43331133,1
2101910,251
98434321,0
46166191,3
38294289,0
924812,13
68200151,0
250217,2
92384718,0
64401371,0
94804036,72
293316071,2
5183533,0
72182437,0
174817300,5
39306094,0
88454795,0
1474568,7
42955276,0
82088125,0
16210283,241
4185763,0
1983092,274
44748564,1
4513405,14
21693979,0
1334924,0
5969580,0
3269762,128
2580835,283
59551700,5
30147502,17396
14421240,2
603405,4
135010538,0
35952971,0
127765544,43
31180321,0
86375121,0
209464640,6
15836700,6
243478241,8
500684,44
110716657,0
116165188,3
53762444,0
3389838,0
84232188,36638
2236146,1
35569859,0
39891061,2
2828642,0
35973998,19
21303988,4482
84700739,0
77837367,0
8699905,64
12219348,14
898407,28
14995356,0
27853951,3
28192104,6
2704356,46
67561538,2
67812960,0
4112508,0
75127192,0
28216616,102
10327316,5
2233708,88
17839346,236
78607774,0
30232701,0
24103044,66
64299564,0
10487363,0
37457848,0
64055106,0
68761977,0
20698873,3
98142144,0
30255120,0
162378023,0
15614208,0
8321923,0
5134592,30
80156573,0
61099017,10
37466393,4
285517634,0
38423721,1
64552869,0
19261371,0
65561134,0
133243075,1
63811577,0
299514,58
40215778,0
6077453,4
77292025,3
1396895,196
8680692,0
113194336,0
58811823,15
34274,83
29151026,7148
78118788,0
563066,23
26610130,63
61428182,0
60970422,0
16120959,2
33333969,1
95351276,7148
3125454,0
104888982,0
226219329,0
90867899,0
84289785,6
290692916,0
141798743,0
96443011,0
24396710,0
71134461,2884
3734638,1
124334139,0
58207827,0
44443681,17
131110697,0
12618908,1
196212778,1158
36424832,0
21525187,0
15640386,0
14106197,0
3577045,0
8170146,13
93247083,64
49822610,0
62973899,14
15968733,8
9866398,0
41605464,1
15579485,286
47584176,0
136563889,0
17266066,1
62248457,0
2681994,1
88690032,1359
96535097,0
39904885,4
48340765,0
34169414,4
274712584,0
7367371,0
9776211,1087
22581432,12
81627212,434
61033249,0
15022976,2
785859,79
90439661,0
61446951,0
577245,202
198206995,0
142825291,0
135898580,0
161376600,394
236610560,117
71135385,0
14077075,0
79541183,4
181125174,13332
4066055,0
60597249,0
9639042,0
186543046,0
17613349,24074
127344362,0
55631449,0
5598440,0
33262692,8
79330589,0
91011557,11
38333501,1
3154668,49
203607977,10
52153460,0
125524069,0
59616867,0
88527649,0
18034500,5
12543287,1
36013277,7
181575785,2419
1028207,16
5598737,0
54694558,0
76825697,4016
10929138,4
104483242,0
92865843,0
1503507,7
18539661,0
17939962,17
73742382,0
23881989,1
2650621,6
32965287,5
42004446,2
67727697,0
185532301,0
65819850,0
3376848,117
94825396,0
232876381,0
68762153,0
1697403,0
88956492,0
157867962,0
1133747,2
9877458,4
50062580,0
177987738,398085
14627493,4
18772441,0
151148482,0
30449481,143
205724327,0
8145816,2
153167583,0
148708393,1
31375388,1
165027131,0
245981219,2
56238870,0
39083358,0
99050894,1
74093891,0
33011243,22
242377950,0
88264725,0
52082254,37
10880863,0
54980593,1021
85343042,1
59787605,0
3370192,5
4172236,2
155368246,0
241299322,0
44174933,11
28550902,14
112529625,15
7551469,83033
7769798,4
10534595,2
150166215,0
2433414,1
60923565,0
278749208,0
6441855,23
6617845,17
44878154,1
43266051,1
130574794,0
42377692,3
62321793,0
168183392,0
50093237,0
233041087,0
109678660,3
179550643,0
31654506,3928
66786754,0
21822261,1
133933655,0
9695623,2
247295191,0
63533506,0
65044237,0
7599693,26
51968649,0
3845814,60307
97807074,0
104375922,2
88222263,4
61812830,0
32166685,0
33073963,4
170493053,0
86398553,0
6967864,5
62669014,0
124593057,1
182781810,0
44019644,2
48044413,3
1512901,5
1761556,2
130080150,0
13973344,0
18326156,0
45359947,0
42855309,0
206260766,0
183181254,0
63091476,0
29187878,0
92691776,0
61821891,0
32302012,0
72543167,0
61740411,0
30887530,0
15719909,0
111529249,0
52424048,0
62668744,0
704568,0
56097020,0
61428223,0
47966876,0
78421824,0
46473766,0
60761246,0
2629424,0
25279567,0
23490969,0
83470613,0
28033628,0
60058467,0
86742497,0
15450276,0
3212264,0
156048997,0
65757761,0
58204059,0
1295197,0
31518667,0
61888220,0
14081448,0
71298,0
13675287,0
67835589,0
80290293,0
167483900,0
90622364,0
5550623,0
86991425,0
14960968,0
25780987,0
206296054,0
187482534,0
30574078,0
49480062,0
80146756,0
81182710,0
72528763,0
235468657,0
52241719,0
96391697,0
52030289,0
4591214,0
52688262,0
5510742,0
34689810,0
19126272,0
201652240,0
59044721,0
19064466,0
126586294,0
19410878,0
2770180,0
115429209,0
185058464,0
14507119,0
174641743,0
36646658,0
90993282,0
87080888,0
21776379,0
201590566,0
92923096,0
26394578,0
56006891,0
24012469,0
8408825,0
244641288,0
262828795,0
127960203,0
7202484,0
168339205,0
233044521,0
2755924,0
97773427,0
111919967,0
12047515,0
86987524,0
8064624,0
42372094,0
257003,0
65226497,0
99412308,0
3558991,0
1286914,0
8115819,0
1916255,0
98536285,0
1495555,0
95147711,0
2566570,0
21353016,0
74709504,0
2287470,0
7530048,0
112378220,0
74707723,0
82106048,0
101214787,0
96438687,0
84387539,0
80036106,0
66375028,0
92277838,0
127918080,0
9873034,0
156233144,0
69945794,0
5647055,0
75222325,0
4215244,0
52508748,0
64498522,0
98047922,0
69548989,0
3348788,0
3109532,0
2780872,0
48129918,0
17288475,0
12087575,0
54937496,0
61673934,0
74743264,0
65226122,0
92281136,0
58916964,0
65226405,0
15493723,0
8557809,0
112953694,0
196442822,0
59888340,0
167469034,0
111978936,0
11454373,0
146587055,0
124159503,0
46255681,0
64496409,0
64505029,0
22888587,0
59626425,0
70429268,0
18642969,0
74831679,0
72818836,0
13599100,0
786406,0
136534335,0
21156641,0
61355800,0
153224042,0
46448682,0
123565023,0
105064915,0
15619507,0
25178958,0
43400734,0
96015791,0
5065482,0
67783103,0
44819124,0
26374920,0
29245432,0
45103,0
8635720,0
91944520,0
290247146,0
1210071,0
14571395,0
70278108,0
4597834,0
88252581,0
64505911,0
14590342,0
15732127,0
77100991,0
53193036,0
79353335,0
63508378,0
63043024,0
149445959,0
69379559,0
13155399,0
199485550,0
284794744,0
61678850,0
65617147,0
115840068,0
80435465,0
102884447,0
14892248,0
33298728,0
60426257,0
169116405,0
13720762,0
43982620,0
34950103,0
184463891,0
39686311,0
2966168,0
36381068,0
23944963,0
31244986,0
5568579,0
70321843,0
358599,0
8819611,0
24474126,0
94262864,0
1110217,0
18279227,0
104401601,0
75931822,0
4709330,0
119111364,0
91309062,0
70117738,0
58418545,0
72805053,0
123521,0
15043456,0
89233382,0
13687210,0
15784931,0
25778634,0
1912076,0
64405875,0
74583692,0
116456823,0
80900906,0
190846268,0
54096321,0
9911364,0
66506962,0
113756383,0
3121301,0
20253182,0
124260244,0
97530740,0
130007293,0
195009151,0
2554914,0
161951368,0
151646552,0
3082672,0
23984871,0
24245737,0
173708338,0
4927093,0
51268344,0
37189021,0
32895424,0
107323542,0
150774287,0
50971982,0
181227803,0
1961837,0
41459432,0
116063695,0
25714498,0
70184134,0
235434204,0
118121604,0
2521861,0
93828288,0
90587028,0
79667969,0
167937755,0
15145190,0
13350178,0
111427255,0
28787540,0
118181967,0
24597835,0
65549848,0
26014013,0
10862540,0
1873461,0
18940819,0
23108912,0
120119985,0
19792700,0
52813469,0
5103385,0
74329993,0
57418962,0
12607168,0
4002075,0
5726012,0
27248274,0
85357546,0
94388522,0
86815831,0
3687959,0
35466866,0
69111161,0
93446075,0
88528383,0
112382073,0
1953890,0
73236351,0
101386165,0
10594164,0
223486,0
95409949,0
70265724,0
48753784,0
48290019,0
150449550,0
5366735,0
3459673,0
9752041,0
4923271,0
69787676,0
114154762,0
98094626,0
135071605,0
3639119,0
78952857,0
72047672,0
46660317,0
137802075,0
67067566,0
50885815,0
14302379,0
49336543,0
8416378,0
26683428,0
991709,0
1430734,0
127721040,0
29996513,0
122694826,0
172603697,0
103442898,0
77232800,0
151299222,0
110850974,0
9916379,0
56496879,0
111834349,0
1816548,0
32074964,0
174313852,0
8608493,0
144461351,0
59467988,0
163527358,0
50603938,0
26813687,0
3550046,0
32791732,0
5020045,0
38976571,0
121858752,0
135768962,0
18047765,0
91829237,0
99198811,0
75722692,0
197547987,0
20675636,0
66285767,0
89568797,0
92745000,0
71755845,0
40011265,0
91947478,0
24929748,0
48035861,0
87654455,0
40793985,0
48683075,0
5316517,0
90787694,0
120654902,0
21943147,0
70805685,0
58248941,0
2941340,0
115900819,0
219020626,0
52548266,0
26809512,0
89357782,0
4036260,0
828595,0
10831778,0
35768290,0
26012331,0
35951404,0
64937427,0
92022966,0
139153913,0
3035221,0
99345227,0
131492775,0
3138586,0
136580263,0
23494039,0
98332554,0
65127380,0
95950096,0
58492662,0
136244218,0
40429840,0
54749959,0
806201,0
184191734,0
120992302,0
11755403,0
67402768,0
72174194,0
57278919,0
64629613,0
132361668,0
9029335,0
29392171,0
19804107,0
24984258,0
638483,0
43074299,0
13044294,0
91143201,0
374483,0
14261525,0
24682283,0
17253775,0
55199309,0
1394068,0
17464338,0
65833567,0
48014723,0
111906710,0
118316091,0
46286719,0
224247781,0
16408878,0
16500906,0
96418593,0
142582064,0
20328840,0
2446843,0
6417651,0
9476542,0
1837812,0
125824259,0
96882480,0
996158,0
115022947,0
48999610,0
5562456,0
271826090,0
27195864,0
253505956,0
194807861,0
243213207,0
198434721,0
17723699,0
553803,0
3919411,0
101872494,0
4317381,0
18816479,0
129582,0
5145942,0
84458512,0
61924149,0
4138309,0
1040700,0
768594,0
46421329,0
21679132,0
58462216,0
204427049,0
53532459,0
2750249,0
93106035,0
81384,0
52813716,0
51965071,0
47922159,0
12778281,0
32709807,0
62584632,0
36144557,0
61958135,0
97621559,0
78039985,0
96639244,0
71525630,0
129177893,0
16862339,0
61725497,0
80648455,0
111976620,0
612895,0
165042306,0
164463430,0
17397829,0
69692002,0
50924756,0
641512,0
123320512,0
100500852,0
99113639,0
10392044,0
7433588,0
21072915,0
90050085,0
11262602,0
129852395,0
23927514,0
190592538,0
105918203,0
115730180,0
24079195,0
14827221,0
38737845,0
33831208,0
708684,0
4216917,0
20095998,0
49540923,0
24123278,0
31337302,0
232603801,0
155119796,0
24911519,0
100503676,0
28756860,0
4039952,0
52334681,0
12141371,0
65473442,0
65303934,0
15343437,0
35371728,0
92409242,0
33783491,0
150212148,0
167161766,0
117468008,0
30062339,0
3769838,0
78957596,0
52575367,0
46291330,0
4849525,0
112382493,0
146321178,0
6336849,0
100996697,0
42439862,0
3077049,0
107818213,0
42498471,0
9136356,0
75175568,0
29905129,0
22178685,0
53206899,0
30093433,0
11408529,0
79242355,0
84695614,0
92342567,0
14605513,0
6406835,0
184425064,0
42975662,0
253669507,0
2158534,0
70153011,0
1301850,0
109533627,0
5009164,0
107680088,0
36962229,0
100164946,0
64686622,0
100162381,0
87180009,0
37438565,0
109819521,0
15515231,0
24454775,0
39264185,0
43837870,0
21286688,0
27022152,0
56811621,0
131394823,0
6765281,0
67101447,0
3728161,0
3515094,0
5054769,0
92047350,0
72082404,0
4276866,0
37456777,0
10578767,0
7982277,0
73841747,0
141583609,0
104077768,0
105918257,0
122224783,0
200664419,0
126038547,0
197633310,0
3770693,0
559850,0
97854685,0
77741414,0
48647914,0
183808954,0
76467635,0
40443465,0
103826422,0
51375640,0
41385395,0
103392317,0
205901522,0
111906018,0
2925862,0
54164782,0
81120794,0
96584339,0
36772254,0
18788804,0
226138659,0
13698035,0
51740560,0
111148787,0
110447112,0
47830485,0
302298095,0
33966912,0
21177358,0
356066,0
3072953,0
6984771,0
25800128,0
38176891,0
154401464,0
111906643,0
60773287,0
51151639,0
41697180,0
22765467,0
119955,0
172615836,0
7832859,0
676347,0
14057721,0
20304564,0
248295170,0
79437230,0
15290899,0
111906455,0
3125904,0
164151,0
19649539,0
55643245,0
115202370,0
4447472,0
232162578,0
183041039,0
16493298,0
14549208,0
3774936,0
2376,0
4227709,0
34718042,0
124099123,0
90886387,0
236586917,0
22078229,0
43618365,0
175039309,0
71836159,0
91103390,0
217333025,0
149770149,0
11895397,0
47726042,0
314298,0
23050594,0
1398662,0
5312374,0
26881765,0
150409935,0
10753240,0
58785037,0
11379851,0
35055585,0
43056808,0
18991407,0
163679001,0
103015070,0
19879625,0
47789403,0
46775989,0
293756101,0
111906320,0
96900887,0
5128084,0
42067696,0
100668875,0
132244601,0
66488023,0
216210370,0
33476335,0
3003137,0
364826,0
91435611,0
24738983,0
67131628,0
1005220,0
39985381,0
19611718,0
58461278,0
13210710,0
59808890,0
120469298,0
2997880,0
3127051,0
42607033,0
223376153,0
25618451,0
150382880,0
33141430,0
7111976,0
16718250,0
20582326,0
114106318,0
24602250,0
81207058,0
118652595,0
8941695,0
7983886,0
76473101,0
18894771,0
5923020,0
119006816,0
121790729,0
285774113,0
142263436,0
111330723,0
18773812,0
77566163,0
73779599,0
153830981,0
24008590,0
24900734,0
57405971,0
39960244,0
176945061,0
5569958,0
6315537,0
2926712,0
11561833,0
212965628,0
50159566,0
23301895,0
7192354,0
30816339,0
18994902,0
7401683,0
2400289,0
96088,0
19920713,0
203938031,0
137086172,0
86675232,0
19401646,0
99481058,0
156555906,0
9228993,0
23053641,0
86702842,0
29294333,0
270246,0
183929744,0
232901618,0
23706000,0
94782644,0
5797013,0
38887019,0
76602524,0
134252514,0
40554408,0
3245755,0
21636933,0
11057689,0
17890345,0
100161830,0
4459604,0
114742422,0
289329,0
89562316,0
44892115,0
46555028,0
118746279,0
114177044,0
7737247,0
6989822,0
218329478,0
66962179,0
15708144,0
81749801,0
14566872,0
23971184,0
42751197,0
55787235,0
63349839,0
2252664,0
100720798,0
48716639,0
71191161,0
133620,0
127617950,0
37568251,0
9349217,0
254071342,0
16707319,0
43946043,0
118527835,0
32271212,0
2665166,0
34627589,0
11436163,0
66060256,0
90905599,0
1639379,0
13392246,0
28732708,0
46448,0
173451832,0
23918333,0
54503347,0
103746068,0
31249402,0
7374137,0
40434026,0
80588043,0
140735661,0
12989790,0
2057149,0
204651389,0
21899109,0
472623,0
125092627,0
1294210,0
18836079,0
29937635,0
5937246,0
3038538,0
3677506,0
50463252,0
225650140,0
247424818,0
102773976,0
156143281,0
35793912,0
5424019,0
6656727,0
70311765,0
172024695,0
47023699,0
3074850,0
9946682,0
13597853,0
1201108,0
1761049,0
22214885,0
50896226,0
43752413,0
70154651,0
29454666,0
6966619,0
75893370,0
18018625,0
91508938,0
85634144,0
57094522,0
92593282,0
27321578,0
83316119,0
81362469,0
930571,0
12745150,0
24616128,0
109252675,0
11794992,0
1653808,0
16346957,0
46150329,0
80655163,0
85579630,0
52837407,0
70973604,0
6794278,0
646423,0
76901413,0
44027524,0
66233976,0
89604797,0
2899001,0
118592594,0
12184710,0
34982189,0
12719968,0
32330000,0
104637286,0
244649309,0
2945007,0
21420279,0
16086517,0
78420428,0
5682970,0
9440238,0
82540731,0
131659232,0
46916805,0
186003492,0
19771991,0
73738971,0
76769333,0
39098822,0
33186070,0
12005476,0
5650813,0
327391,0
34355111,0
3889407,0
116085301,0
5988969,0
186737812,0
89123929,0
180192894,0
52980493,0
269198820,0
19508576,0
8763405,0
755200,0
110709562,0
11851668,0
52881637,0
49632852,0
78546446,0
58716921,0
70994988,0
92328985,0
4137931,0
79662592,0
192868,0
90338303,0
272815213,0
3077018,0
19448330,0
6090347,0
3117310,0
93621682,0
12972148,0
132355112,0
101485385,0
7934775,0
116546320,0
15349676,0
134399657,0
13700142,0
5532200,0
734216,0
39831404,0
8817241,0
12738417,0
163639063,0
4831561,0
51553740,0
124016486,0
48347702,0
170797156,0
3419558,0
57176956,0
341695,0
56346088,0
98350667,0
70207011,0
24747281,0
22263966,0
79501355,0
11782994,0
36470617,0
1318,0
62087069,0
330557,0
21773187,0
34698857,0
37198116,0
231503549,0
8545463,0
127731677,0
93023551,0
167766835,0
34859215,0
120870238,0
165262778,0
244550797,0
46929625,0
9305769,0
186174301,0
34161476,0
2195860,0
3685302,0
117842733,0
132129752,0
191011404,0
119073677,0
36133658,0
151323163,0
1936302,0
28932001,0
15013782,0
43940141,0
30674951,0
5879057,0
33908305,0
19436562,0
10510374,0
41342351,0
138290022,0
206578964,0
1791828,0
17073430,0
92290306,0
147001703,0
26984122,0
125552,0
17740831,0
7615297,0
2793435,0
174549829,0
13890450,0
39068568,0
62412616,0
50897702,0
16727684,0
75372871,0
143820126,0
169174916,0
122075,0
58604714,0
207237540,0
55261518,0
93509103,0
47860620,0
135634420,0
7366351,0
90824610,0
38379873,0
249721271,0
55192695,0
17685391,0
125743275,0
115235915,0
71149970,0
128089774,0
9992330,0
118820677,0
109415279,0
48141141,0
96354596,0
137285153,0
100820555,0
174360877,0
1248151,0
102767320,0
1211229,0
36870342,0
4655157,0
16162295,0
39947871,0
181561553,0
77438624,0
60366923,0
42258719,0
92695816,0
19319419,0
33871156,0
149001365,0
3875432,0
52188653,0
1860938,0
2881201,0
103989411,0
31327239,0
21663285,0
18768891,0
117704656,0
46756447,0
32873163,0
33098622,0
44860572,0
262013713,0
125334026,0
139740733,0
2180048,0
185017902,0
2279402,0
3214984,0
62855394,0
19595279,0
10312708,0
51377115,0
15827956,0
98857010,0
3542,0
21532794,0
1981208,0
52575370,0
63375309,0
67432158,0
2626112,0
10309902,0
24829371,0
8526347,0
36230246,0
27619584,0
29850959,0
15086872,0
34561327,0
37726333,0
34501446,0
159237509,0
139870472,0
20112114,0
65159560,0
32093491,0
101451042,0
29378455,0
12880290,0
272599346,0
79571917,0
260984389,0
90667664,0
97640205,0
126347767,0
125507544,0
157858597,0
57358560,0
238851101,0
132895292,0
997856,0
45377586,0
2452739,0
5468551,0
96431386,0
70939283,0
4960374,0
3481898,0
20262870,0
139170558,0
159031354,0
20036606,0
87908601,0
125127188,0
1322284,0
123125340,0
4591033,0
37357626,0
28300862,0
164330,0
196211092,0
118217538,0
40654967,0
70508053,0
59128858,0
87864150,0
65246886,0
7336554,0
70656750,0
30745849,0
39257479,0
48973062,0
44777644,0
25216563,0
171664300,0
110639332,0
23603175,0
233016299,0
17068497,0
29557376,0
14180840,0
70798228,0
1774600,0
37770999,0
19887998,0
6347029,0
61306303,0
6433838,0
49976795,0
4539167,0
110936509,0
21477278,0
32418566,0
40011907,0
462071,0
17794940,0
24437723,0
38279227,0
6133,0
59782406,0
222110214,0
18102148,0
37492969,0
296658,0
7692851,0
164923605,0
286914713,0
21954071,0
103657132,0
71445099,0
3927863,0
61499901,0
45350538,0
42578565,0
74681612,0
9448173,0
2049809,0
168183997,0
89457373,0
110714739,0
6218077,0
93378797,0
29770287,0
26492586,0
45842424,0
18980240,0
61980658,0
73012103,0
120696128,0
18997929,0
